Sylind,Sylind |,Female |,,Human |,Deceased |,Hunter's Guild |,Terandria |,Noelictus |,Soldier |,Archer |,,5,61,6
Oracle of Elbe,Oracle of Elbe |,Female |,,Golem |,Alive |,Illivere |,Chandrar |,Illivere |,Intellect |,Non-combat |,,5,9,7
Se,Se | Crafter Se | Artificer Se |,Female |,,Human |,Alive |,Illivere |,Chandrar |,Illivere |,Artisan | Intellect |,Non-combat |,,5,127,7
Nirayicel,Nirayicel |,Female |,,Dragon |,Deceased |,Immortals |,Izril |,North Izril |,Noble |,Mage |,,5,7,8
Muzarre,Muzarre | Tyrant of Jewels | Tyrant of Gems | Muzarre the Dragonlord of Earth | The Dragonlord of Gems |,Male |,,Dragon |,Deceased |,Immortals |,Izril |,Great Plains |,Noble |,Warrior |,,5,18,7
Leneva,Leneva |,Female |,,Lamia | Lizardfolk |,Alive |,Jungle Tails |,Baleros |,Jungle |,Doctor |,Non-combat |,,5,46,9
Gorethem,Gorethem | Gorethem Krakenblood |,Male |,,Human |,Alive |,Kaaz |,Terandria |,Kaaz |,Adventurer | Knight |,Warrior |,,5,51,9
Lillian,Lillian Woods | Lily |,Female |,,Human |,Alive |,Kaliv |,Terandria |,Kaliv |,Crime |,Archer |,,5,27,7
Salui,Salui | Champion of War Salui | Dragon of the Sands | The Crimson Viper |,Male |,,Human | Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Soldier |,Warrior |,,5,64,8
Tkayl,Tkayl | King Tkayl of Khelt | Silent Sovereign | Harbinger of Peace | Guardian of the Waters |,Male |,,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,5,9,8
Colovt,Colovt | Farmer Colovt |,Male |,,,Alive |,Khelt | Reim |,Chandrar |,Khelt |,Farmer |,Non-combat |,,5,80,8
Tugrim,Tugrim |,Male |,,Drowned Person |,Alive |,Kraken's Horn |,Sea |,Boat |,Sailor |,Leader |,https://wiki.wanderinginn.com/images/8/8a/Tugrim_by_jawjee.jpg,5,30,4
Rendala,Rendala |,Female |,,Gnoll | Drowned Person |,Alive |,Kraken's Horn |,Sea |,Boat |,Sailor |,Non-combat |,,5,39,4
Culyss,Culyss |,Male |,,Drake |,Alive |,Liscor |,Izril |,Liscor |,Layabout |,Non-combat |,,5,29,2
Wirclaw,Wirclaw |,Male |,,Gnoll |,Alive |,Liscor |,Izril |,Liscor |,Farmer |,Non-combat |,,5,28,4
Maviss,Maviss |,Female |,,Drake |,Alive |,Liscor's Adventurer Guild |,Izril |,Liscor |,Secretary |,Non-combat |,,5,45,4
Maksie,Maksie | Scout Leader Maksie |,Female |,,Drake |,Alive |,Liscorian Army |,Izril |,Liscor |,Soldier |,Rogue |,,5,76,8
Eska,Eska |,Female |,,Gnoll |,Alive |,Longstalker's Fang Tribe |,Izril |,Great Plains |,Chieftain |,Non-combat |,,5,190,7
Orreh,Orreh |,Female |,,Gnoll |,Alive |,Longstalker's Fang Tribe |,Izril |,Great Plains |,Assassin |,Rogue |,,5,92,7
Oor,Oor |,Male |,,Gnoll |,Alive |,Longstalker's Fang Tribe |,Izril |,Great Plains |,Soldier |,Warrior |,,5,58,8
Patricia,Patricia Melissar |,Female |,,Human |,Deceased |,Magnolia Reinhart |,Izril |,First Landing |,Noble |,Non-combat |,,5,14,4
Zeter,Zeter | Swordsman of Six | Sixswords | Sixdicks |,Male |,,Drake |,Alive |,Manus |,Izril |,Manus |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/b/bc/Sixswords_by_DemonicCriminal.png,5,160,7
Ossky,Ossky |,Female |,,Drake |,Deceased |,Manus | Blighted Kingdom |,Izril |,Manus |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/2/24/Ossky_alive_byGridCube.jpg,5,72,7
Requiel,Requiel | Three of Arms |,Male |,,Human |,Alive |,Medain |,Chandrar |,Medain |,Adventurer |,Mage | Warrior |,,5,22,8
Pulcre,Pulcre |,Male |,,Human |,Alive |,Unaffiliated |,Terandria |,Nadel |,Crime |,Rogue |,,5,21,8
Vitte,Vitte | Vitte Groundless |,Female |,,Beastkin |,Alive |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia's Fallen |,Performer |,Warrior |,,5,128,8
Hscel,Hscel | Hscel Scarless |,Male |,,String Person |,Alive |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia's Fallen |,Adventurer |,Rogue |,,5,85,8
Greina,Greina |,Female |,,Human |,Alive |,Noelictus |,Terandria |,Noelictus |,Adventurer |,Archer |,,5,36,7
Haeight,,,,,,Noelictus | Hunter's Guild |,Terandria |,Noelictus |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/e/ee/Haeight_huntsongcover.jpg,5,1,6
Delezza,Delezza |,Female |,,Human |,Deceased |,Noelictus | Hunter's Guild | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Soldier |,Warrior |,,5,100,7
Gores,Gores Caneth | Trumpet of the Battlefield |,Male |,,Human |,Alive |,Orchestra |,Izril |,Adventurer's Haven |,Adventurer |,Archer |,,5,13,9
Merindius,Merindius |,Male |,,Human |,Alive |,Order of Clairei Fields |,Izril |,North Izril |,Knight | ,Warrior | Leader |,,5,52,10
Ilm,Ilm |,Male |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Mage |,,5,124,8
Kelm,Kelm |,Male |,60 |,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight | Mage |,Mage |,,5,32,6
Markus,Markus |,Male |,,Human |,Alive |,Order of Seasons |,Terandria |,Gaiil-Drome |,Knight |,Warrior |,,5,492,6
Pertheine,Pertheine | Spring's Warden |,Female |,,Human |,Deceased |,Order of Seasons |,Baleros |,Pheislant |,Knight |,Warrior |,,5,129,6
Meisa,Meisa Ineireb |,Female |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,5,328,8
Chise,Dame Chise |,Female |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,5,67,6
Raist,Raist |,Male |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,5,14,6
Lotorghast,Lotorghast | Ser Lotorghast |,Male |,,Human |,Alive |,Order of the Thirsting Veil |,Terandria |,Ailendamus |,Knight |,Warrior | Leader |,,5,16,9
Ranga,Ranga Owe | Lord Ranga |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Noble |,Non-combat |,,5,133,7
Bepol,Bepol |,Male |,,Drake |,Alive |,Pallass |,Izril |,Liscor |,Soldier |,Leader |,,5,77,8
Caoraz,Caoraz |,Male |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Soldier |,Leader |,,5,83,9
Comois,Comois |,Male |,,Drake |,Deceased |,Pallass |,Izril |,Pallass |,Soldier |,Leader |,,5,24,9
Issa,Issa |,Female |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Adventurer |,Warrior |,,5,81,5
Shieldscale,Osthia Blackwing | Asrira Shieldscale | Osthmissa Shieldscale | Captain Shieldscale |,Female |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Soldier |,Warrior |,,5,82,6
Melika,Melika Blackwing |,Female |,,Garuda |,Alive |,Pallass |,Izril |,Pallass |,Noble |,Non-combat |,,5,11,7
Bealt,Bealt |,Male |,,Gnoll |,Alive |,Pallass |,Izril |,Pallass |,Artisan |,Non-combat |,https://wiki.wanderinginn.com/images/4/41/Bealt_by_Cortz.png,5,84,6
Reikhle,Reikhle |,Male |,,Gnoll |,Alive |,Pallass |,Izril |,Pallass |,Artisan |,Non-combat |,,5,72,6
Demerra,Demerra | Healer Demerra |,Female |,,Gnoll |,Alive |,Pallass |,Izril |,Pallass |,Doctor |,Non-combat |,,5,70,7
Esiela,Esiela |,Female |,,Human |,Alive |,Parasol Stroll |,Chandrar |,Reim |,Mage | Intellect |,Mage |,,5,118,7
Ulyse,Ulyse |,Male |,,Human |,Deceased |,Parasol Stroll | Reim |,Chandrar |,Reim |,Vassal | Mage |,Mage |,,5,136,6
Khaze,Khaze |,Female |,,Gnoll |,Alive |,Plain's Eye Tribe |,Izril |,Great Plains |,Artisan |,Non-combat |,,5,66,8
Yimur,Yimur |,Male |,,Gnoll |,Alive |,Players of Celum |,Izril |,Liscor | Invrisil |,Performer |,Non-combat |,https://wiki.wanderinginn.com/images/5/5a/Yimur_by_Enuryn.png,5,68,6
Kilkran,Kilkran |,Male |,,Human |,Alive |,Players of Celum |,Izril |,Celum |,Performer | Smith |,Non-combat |,,5,125,5
Jalte,Jalte |,Male |,,Garuda |,Alive |,Pomle |,Chandrar |,Pomle |,Soldier |,Warrior |,,5,25,9
Buler,Buler | Rider of Reizue's dream |,Male |,,String Person |,Alive |,Pomle |,Chandrar |,Merreid |,Runner |,Non-combat |,,5,214,9
Collos,Collos | First Strongest of Pomle |,Male |,76 |,String Person |,Deceased |,Pomle |,Chandrar |,Pomle |,Soldier |,Warrior |,,5,84,9
Betta,Betta Quellae |,Female |,,Human |,Alive |,Quellae Family |,Izril |,North Izril |,Noble |,Non-combat |,,5,31,8
Spiderslicer,Spiderslicer |,Male |,,Goblin |,Deceased |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,,5,140,5
Rocksoup,Rocksoup |,Male |,,Goblin |,Deceased |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warriror |,https://wiki.wanderinginn.com/images/1/1b/Gobo_study_rocksoup_by_mg.jpg,5,22,3
Dirtmouth,Dirtmouth |,Female |,,Hobgoblin | Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe | Fellowship of the Inn |,Izril |,Goblinhome |,Soldier |,Warrior |,,5,22,8
Daiton,Daiton |,Male |,,Human |,Alive |,Reim |,Chandrar |,Reim |,Smith |,Non-combat |,,5,162,6
Medacium,Medacium |,Male |,45 |,String Person |,Alive |,Reim |,Chandrar |,Hraace | Reim |,Performer |,Non-combat |,,5,26,10
Iertalinam,Iertalinam | Iert |,Male |,,Gnoll |,Deceased |,Roshal |,Chandrar |,Roshal |,Adventurer | Slave | Guard |,Warrior |,,5,206,8
Andra,Andra Meitolo |,Female |,,Half-Elf |,Alive |,Roshal |,Chandrar |,Roshal |,Noble |,Non-combat |,,5,73,9
Baiss,Baiss |,Male |,,Drake |,Alive |,Runner's Guild |,Izril |,Oteslia |,Courier | Runner |,Non-combat |,,5,30,5
Chaita,Chaita | Chaita of Keymos | Sky's Mirage |,Female |,,Garuda |,Alive |,Runner's Guild |,Chandrar |,Reim |,Courier | Runner |,Non-combat |,,5,13,6
Oredien,Oredien | Wave Runner |,Male |,,Half-Elf |,Alive |,Runner's Guild |,Baleros |,Talenqual |,Courier | Runner |,Non-combat |,,5,73,8
Valceif,Valceif Godfrey | Val |,Male |,,Human |,Deceased |,Runner's Guild |,Izril |,First Landing |,Courier | Runner |,Non-combat |,,5,250,2
Alime,Alime |,Female |,,Human |,Alive |,Runner's Guild |,Izril |,Reizmelt |,Secretary |,Non-combat |,,5,40,6
Theilo,Theilo |,Male |,,String Person |,Alive |,Rustangmarder | Forgotten Wing Company |,Chandrar | Baleros |,Reim | Elvallian |,Soldier | Vassal |,Mage |,,5,24,9
Fyres,Fyres | Magus Fyres of Salazsar |,Male |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Mage |,Mage |,,5,33,9
Calistoca,Calistoca Occum |,Female |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,5,30,7
Tasilt,Tasilt |,Male |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,5,136,6
Itreus,Itreus Torimine |,Male |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,5,63,9
Welsca,Welsca Crimsonscale |,Female |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Secretary |,Non-combat |,,5,43,4
Sidinel,Sidinel Kerrfa |,Female |,15 |,Gnoll |,Alive |,Salazsar |,Izril |,Salazsar |,Child |,Non-combat |,,5,55,7
Edere,Edere Sanito |,Female |,,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Noble |,Non-combat |,,5,94,7
Abelesque,Abelesque | Abel |,Female |,,String Person |,Alive |,Savere |,Chandrar |,Savere |,Crime |,Warrior |,,5,75,8
Thexca,Thexca | Thexca of Scaied |,Female |,,Human |,Alive |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia's Fallen |,Performer |,Warrior |,,5,127,8
Maev,Maev |,Female |,,Antinium |,Alive |,Silent Antinium |,Izril |,Hivelands |,Prognugator |,Rogue |,,5,20,9
Zai,Zai |,Female |,,Antinium |,Alive |,Silent Antinium |,Izril |,Hivelands |,Prognugator |,Rogue |,,5,17,7
Dekava,Dekava |,Female |,,Gnoll |,Alive |,Silverfang Tribe |,Izril |,Great Plains |,Soldier |,Warrior |,,5,63,8
Shedrkh,Shedrkh | The Keeper of Hides |,Male |,78 |,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains |,Artisan |,Non-combat |,,5,43,8
Urksh,Urksh |,Male |,62 |,Gnoll |,Deceased |,Stone Spears Tribe |,Izril |,Great Plains |,Chieftain |,Non-combat |,,5,140,2
First Flute,First Flute | First Flute |,Female |,,Drake |,Alive |,Symphony |,Izril |,Great Plains |,Assassin |,Rogue |,,5,47,9
Kessice,Kessice |,Female |,,Fraerling |,Deceased |,Tallguard |,Baleros |,Paeth |,Guard |,Mage |,,5,71,8
Rozcal,Rozcal |,Male |,,Fraerling |,Alive |,Tallguard | Forgotten Wing Company |,Baleros |,Elvallian |,Guard |,Leader | Warrior |,,5,41,9
Bezhavil,Bezhavil Tannousin | Bezha |,Female |,,Human |,Alive |,Tannousin Clan |,Chandrar |,Reim |,Smith |,Non-combat |,,5,57,6
Silmak,Silmak Tannousin |,Male |,,Human |,Alive |,Tannousin Clan |,Chandrar |,Reim |,Smith |,Non-combat |,,5,67,6
Allaif,Allaif Tannousin |,Male |,,Human |,Deceased |,Tannousin Clan |,Chandrar |,Reim |,Smith |,Non-combat |,,5,26,5
Hesseif,Hesseif Tannousin |,Male |,,Human |,Alive |,Tannousin Clan |,Chandrar |,Reim |,Smith |,Non-combat |,,5,34,5
Inconsolable,Inconsolable | The Fourth Mind |,Nonbinary |,,Mind | Selphid |,Deceased |,The Minds | Bodies of Fellden |,Baleros |,Gathering Citadel |,Monarch | Strategist |,Non-combat |,,5,25,9
Alais,Alais |,Female |,25 |,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Adventurer |,Mage |,,5,240,5
Jekilt,Jekilt |,Male |,31 |,Centaur |,Alive |,Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,5,74,6
Azam’du,Azam'du | Mighty Azam | Azam the Powerful | Azam of Ozeclith | Azam of Nerrhavia's Fallen |,Male |,,Djinn |,Alive |,Unaffiliated |,Chandrar | Rhir |,Zeikhal | Demon Kingdom |,Slave |,Mage |,,5,285,8
Soew,Soew |,Female |,,Beastkin |,Alive |,Unaffiliated |,Chandrar |,Nerrhavia's Fallen |,Adventurer |,Leader |,,5,59,8
Hastel,Hastel |,Male |,,Centaur |,Alive |,Unaffiliated |,Baleros |,Talenqual |,Merchant |,Non-combat |,,5,71,6
Drenirkesun,Drenirkesun | Drenir |,Male |,,Djinni |,Deceased |,Unaffiliated |,Chandrar |,Nerrhavia's Fallen |,Soldier |,Mage |,,5,149,8
Dulc,Dulc |,Male |,,Drake |,Alive |,Unaffiliated |,Izril |,New Lands |,Guard |,Warrior |,,5,14,10
Torthe,Torthe |,Female |,,Drowned Person |,Alive |,Unaffiliated |,Izril |,Hivelands |,Pirate |,Warrior |,,5,55,9
Rlint,Rlint |,Male |,,Dwarf |,Alive |,Unaffiliated |,Izril |,Derithal-Vel | Dwarfhall's Rest |,Soldier |,Leader |,,5,31,9
Taxus,Taxus | Forgemaster Taxus |,Male |,,Dwarf |,Alive |,Unaffiliated |,Isles |,Hesheit |,Smith |,Non-combat |,https://wiki.wanderinginn.com/images/6/6f/Taxus_snip.png,5,18,7
Bowom,Bowom Womob |,Male |,,Fraerling |,Alive |,Unaffiliated |,Baleros |,Fraerling Village |,Doctor |,Non-combat |,,5,110,10
Gindal,Gindal | Explorer Gindal |,Male |,,Fraerling |,Alive |,Unaffiliated |,Baleros |,Elvallian |,Soldier |,Non-combat |,,5,91,8
Hickery,Hickery |,Female |,10 |,Gnoll |,Alive |,Unaffiliated |,Izril |,Cellidel | Liscor |,Child | Guard |,Warrior |,,5,70,8
Corregrione,Corregrione | Corregrione the Traveller | The Immortal Tyrant's Liar |,Male |,,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains | Bloodfields |,Vassal |,Warrior |,,5,78,10
Sóve,"Sove | Sove, the Island Queen |",Female |,,Goblin |,Deceased |,Unaffiliated |,Isles | ,Isle of Goblins |,Monarch |,Leader |,,5,5,7
Gaoelos,Gaoelos |,Male |,,Half-Elf |,Alive |,Unaffiliated |,Sea |,Boat |,Sailor |,Non-combat |,,5,75,9
Uleth,Uleth |,Male |,,Human |,Deceased |,Unaffiliated |,Chandrar |,Hellios |,General |,Leader |,,5,60,4
Thriss,Thriss |,Male |,,Human |,Deceased |,Unaffiliated |,Baleros |,Jungle |,Soldier |,Leader |,,5,40,3
Udatron,Udatron | Chronomancer Udatron |,Male |,,Human |,Deceased |,Unaffiliated |,Izril |,North Izril |,Mage |,Mage |,,5,25,8
Itimen,Itimen |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Alchemist |,Non-combat |,,5,42,9
Rehanna,Rehanna Salesmith |,Female |,,Human |,Alive |,Unaffiliated |,Izril |,Riverfarm |,Artisan | Vassal |,Non-combat |,,5,243,4
Wullst,Wullst | Mayor Wullst of Leadenfurst |,Male |,45 |,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Mayor |,Non-combat |,,5,15,4
Filk,Filk | Headman] Filk |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Riverfarm |,Mayor |,Non-combat |,,5,43,5
Cosmenaut,Cosmenaut | Duelist of First Landing |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,First Landing |,Adventurer |,Warrior |,,5,28,9
Geram,Geram Redfist |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Invrisil |,Guard |,Warrior |,,5,82,4
Tusxe,Tusxe |,Female |,,Lamia | Lizardfolk |,Alive |,Unaffiliated |,Baleros |,Jungle |,Soldier | Mage |,Mage | Leader |,,5,45,8
Sitq,Sitq | Sitq the Setter |,Male |,83 |,Lizardfolk |,Alive |,Unaffiliated |,Baleros |,Maelstrom's Howling |,Artisan |,Non-combat |,,5,14,8
Xalandrass,Xalandrass | Xal |,Male |,,Naga | Lizardfolk |,Alive |,Unaffiliated |,Baleros |,Jungle |,Merchant |,Non-combat |,https://wiki.wanderinginn.com/images/1/1a/Xalandrass_by_DemonicCriminal.png,5,118,4
Astival,Astival |,Male |,,String Person |,Alive |,Unaffiliated |,Izril |,Bloodfields | Great Plains |,General |,Leader |,,5,72,10
Izreal,Izreal |,Male |,,String Person |,Alive |,Unaffiliated |,Chandrar |,Zeikhal |,Priest |,Priest |,,5,22,8
Tov,Tov |,Male |,,Drowned Person |,Alive |,Undersea Crews | Wistram |,Wistram | Sea |,Wistram |,Mage |,Mage |,https://wiki.wanderinginn.com/images/6/65/3845.jpg,5,81,8
Eldima,Eldima |,Female |,,Dullahan |,Alive |,United Nations |,Baleros |,Talenqual |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/a/a8/Edima_by_JohnDoe.jpg,5,63,6
Heish,Heish | Guidance Heish |,Female |,,Fraerling |,Alive |,United Nations |,Baleros |,Paeth |,Mayor |,Non-combat |,,5,160,8
Kendra,Kendra |,Female |,13 |,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Child |,Non-combat |,,5,7,8
Blake,Blake |,Male |,19 |,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Doctor |,Non-combat |,,5,133,2
Nicola,Nicola |,Female |,19 |,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Layabout |,Non-combat |,,5,35,6
Kami,Kami |,Female |,,Human |,Alive |,United Nations | Bushrangers |,Baleros |,Talenqual |,Adventurer |,Mage |,,5,29,6
Aldenon,Aldenon | Ald |,Male |,,Human |,Alive |,United Nations | Bushrangers |,Baleros |,Talenqual |,Adventurer |,Warrior |,,5,30,6
Beycalt,Beycalt Newman |,Female |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Artisan |,Non-combat |,,5,75,6
Chimmy,Chimmy |,Female |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Child |,Non-combat |,,5,49,6
Rodivek,Rodivek |,Male |,,Human |,Deceased |,Unseen Empire |,Izril |,Riverfarm |,Mayor |,Non-combat |,,5,14,6
Bevia,Bevia Veniford |,Female |,,Human |,Alive |,Veniford Family |,Izril |,North Izril |,Noble |,Non-combat |,,5,134,5
Forount,Forount |,Female |,,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Soldier |,Leader | Warrior |,https://wiki.wanderinginn.com/images/c/c3/Forount_by_MG.jpg,5,26,9
Garusa,Garusa Weatherfur |,Female |,,Gnoll |,Deceased |,Weatherfur Tribe |,Izril |,Great Plains |,General |,Leader |,,5,103,4
Perale,Perale |,Male |,,Gnoll |,Alive |,Wild Wastes Tribe |,Izril |,Great Plains |,Chieftain |,Leader | Warrior |,,5,35,8
Dorekh,Dorekh | Honored Dorekh |,Male |,,Gnoll |,Deceased |,Wild Wastes Tribe |,Izril |,Great Plains |,Soldier |,Warrior |,,5,29,8
Beatrice,Beatrice Stogrehn |,Female |,29 |,Dullahan |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,5,307,1
Merzun,Merzun |,Female |,,Dullahan |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,5,43,8
Jurix,Jurix |,Male |,45 |,Dullahan |,Deceased |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,5,37,3
Goelv,Goelv |,Male |,,Gazer |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,https://wiki.wanderinginn.com/images/8/8b/Goelv_by_Stargazing_Slephid.jpg,5,71,8
Genviere,Genviere | Magus Genviere |,Female |,,Human |,Alive |,Wistram |,Izril |,North Izril |,Mage |,Mage |,,5,26,5
Zalthia,Zalthia Werskiv | Firebringer |,Female |,49 |,Human |,Alive |,Wistram |,Baleros |,Jungle |,Soldier |,Mage |,,5,32,4
Mena,Mena Alstren |,Female |,,Human |,Alive |,Wistram |,Terandria | Wistram |,Wistram |,Performer |,Non-combat |,,5,63,8
Cessic,Cessic |,Male |,,Lizardfolk |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,5,30,3
Soner,Soner |,Male |,,Naga | Lizardfolk |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,5,31,8
Uenoix,Uenoix | Archmage of Ichor |,Male |,,,Alive |,Wistram |,Baleros | Wistram |,Wistram | Maelstrom's Howling |,Mage | Archmage |,Mage |,,5,14,9
Bastam,Bastam |,Male |,61 |,Drake |,Deceased |,Wistram | ,Wistram |,Wistram |,Mage |,Mage |,,5,22,3
Saif,Saif |,Male |,,Human |,Alive |,Wistram | Fissival |,Wistram |,Wistram |,Layabout |,Archer |,,5,107,7
Barsoijou,Barsoijou | Drowned Witch | Shark-Witch | Witch of Waves |,Female |,,Drowned Person |,Deceased |,Witches |,Kasignel |,Kasignel |,Witch |,Mage |,,5,13,8
Vexcla,Vexcla | Witch of Eyes | Vexcla |,Female |,,Gazer |,Deceased |,Witches |,Chandrar |,Zeikhal |,Witch |,Mage |,,5,21,8
Yithiuqess,Yithiuqess | Witch of Trees | Witch of Forests |,Female |,,Half-Giant |,Deceased |,Witches |,Kasignel |,Kasignel |,Witch |,Mage |,,5,8,8
Cirsa,Cirsa |,Female |,,Human |,Alive |,Witches | Unseen Empire |,Izril |,Riverfarm |,Witch | Child |,Non-combat |,,5,60,7
Malluni,Malluni |,Female |,,Human |,Alive |,Witches | Unseen Empire |,Izril |,Riverfarm |,Witch | Child |,Non-combat |,,5,53,10
Voita,Voita |,Female |,,Drake |,Alive |,Unaffiliated |,Izril |,Yolden |,Soldier |,Leader |,,5,70,8
Votto,Votto |,Male |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Chef |,Non-combat |,,5,31,10
Petia,Petia |,Female |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Farmer |,Non-combat |,,5,52,10
Sal,Sal | Salamander |,Male |,,Human |,Alive |,Yorrned Caravan |,Izril |,North Izril |,Guard |,Warrior |,,5,113,3
Horsthe,Horsthe | Admiral of the Land |,Male |,,Drake |,Alive |,Zeres |,Izril |,Zeres |,General |,Leader |,,5,32,8
Ieneessa,Ieneessa | Serpentine Matriarch |,Female |,36 |,Drake |,Alive |,Zeres |,Izril |,Zeres |,Monarch |,Non-combat |,,5,76,2
Corek,Corek | Diplomat Corek |,Male |,50 |,Human |,Alive |,Ailendamus |,Terandria |,Ailendamus |,Ambassador |,Non-combat |,,6,11,9
Jsse,Jsse | Scholar Jsse |,Female |,,Human |,Alive |,Ailendamus |,Terandria |,Ailendamus |,Intellect |,Non-combat |,,6,20,8
Ozena,Ozena Zessoprical |,Female |,24 |,Human |,Alive |,Ailendamus |,Terandria |,Ailendamus |,Royal |,Non-combat |,,6,4,7
Keith,Keith |,Male |,20 |,Human |,Alive |,Americans | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Soldier |,Warrior |,,6,46,4
Aluminum,Aluminum Armor |,Nonbinary |,,Antinium |,Deceased |,Armored Antinium | Painted Antinium |,Izril |,Liscor |,Soldier |,Warrior |,,6,9,7
Solen,Solen |,Male |,,Human |,Alive |,Berr |,Terandria | Izril |,Great Plains |,Soldier |,Warrior |,,6,9,8
Saturniel,Saturniel Cometscale |,Female |,,Drake |,Deceased |,Blade of Mershi | Lehra Ruinstrider | Stelariun Guard | Saturniel |,Izril |,Great Plains |,Guard |,Mage |,,6,7,8
Correy,Correy |,Male |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Mage |,,6,10,9
Beclaire,Beclaire |,Female |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Non-combat |,,6,10,8
Zekyria,Zekyria |,Female |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Noble |,Non-combat |,,6,19,4
Theras,Theras |,Female |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Noble |,Non-combat |,,6,7,4
Yebior,Yebior |,Male |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Noble |,Non-combat |,,6,9,4
Loreto,Loreto |,Male |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Warrior |,,6,13,9
Ereiyne,Ereiyne | Shipbreaker |,Female |,,Selphid |,Alive |,Bloodtear Pirates |,Sea |,Boat |,Pirate |,Mage | Leader |,,6,47,8
Yaltes,Yaltes Byres |,Male |,,Human |,Unknown |,Byres Family |,Izril |,Byers' Lands |,Knight |,Warrior |,,6,3,3
Agenote,Agenote du Marquin |,Male |,,Human |,Alive |,Calanfer |,Terandria |,Gaiil-Drome |,Royal |,Non-combat |,,6,3,9
Ingon,Ingon |,Male |,,Human |,Alive |,Calidus Reinhart |,Izril |,North Izril |,Chef |,Non-combat |,,6,9,9
Dorim,Dorim |,Male |,,Human |,Alive |,Calidus Reinhart |,Izril |,North Izril |,Innkeeper | Secretary |,Non-combat |,,6,18,9
